source,title,author,detail_link
project_gutenberg,"Harper's New Monthly Magazine, No. XXVII, August 1852, Vol. V",Various,https://www.gutenberg.org/ebooks/43368
project_gutenberg,The horror in the burying-ground,H. P. Lovecraft and Hazel Heald,https://www.gutenberg.org/ebooks/76113
project_gutenberg,Our Square and the People in It,Samuel Hopkins Adams,https://www.gutenberg.org/ebooks/44328
project_gutenberg,Nonsenseorship,,https://www.gutenberg.org/ebooks/6678
project_gutenberg,Elmer Gantry,Sinclair Lewis,https://www.gutenberg.org/ebooks/72609
project_gutenberg,The Heart of the Hills,Jr. John Fox,https://www.gutenberg.org/ebooks/5145
project_gutenberg,The Clarion,Samuel Hopkins Adams,https://www.gutenberg.org/ebooks/16447
project_gutenberg,In Apple-Blossom Time: A Fairy-Tale to Date,Clara Louise Burnham,https://www.gutenberg.org/ebooks/20901
project_gutenberg,Love Conquers All,Robert Benchley,https://www.gutenberg.org/ebooks/15851
project_gutenberg,Geraldine Farrar: The Story of an American Singer,Geraldine Farrar,https://www.gutenberg.org/ebooks/32835
project_gutenberg,Essays Before a Sonata,Charles Ives,https://www.gutenberg.org/ebooks/3673
project_gutenberg,Cuentos de la Alhambra (Spanish),Washington Irving,https://www.gutenberg.org/ebooks/52262
project_gutenberg,Mrs. Skagg's Husbands and Other Stories,Bret Harte,https://www.gutenberg.org/ebooks/2597
project_gutenberg,Home as Found,James Fenimore Cooper,https://www.gutenberg.org/ebooks/10149
project_gutenberg,The Madonna of the Future,Henry James,https://www.gutenberg.org/ebooks/2460
project_gutenberg,Drawings by Charles Dana Gibson,Charles Dana Gibson,https://www.gutenberg.org/ebooks/62934
project_gutenberg,Lewis Rand,Mary Johnston,https://www.gutenberg.org/ebooks/14697
project_gutenberg,He Fell in Love with His Wife,Edward Payson Roe,https://www.gutenberg.org/ebooks/2271
project_gutenberg,A long way from home,Claude McKay,https://www.gutenberg.org/ebooks/71744
project_gutenberg,Mr. Crewe's Career — Complete,Winston Churchill,https://www.gutenberg.org/ebooks/3684
project_gutenberg,"The Atlantic Monthly, Volume 20, No. 121, November, 1867",Various,https://www.gutenberg.org/ebooks/28285
project_gutenberg,"Cuentos Clásicos del Norte, Segunda Serie (Spanish)","Nathaniel Hawthorne, Washington Irving, and Edward Everett Hale",https://www.gutenberg.org/ebooks/46496
project_gutenberg,The Ghost in the White House,Gerald Stanley Lee,https://www.gutenberg.org/ebooks/22241
project_gutenberg,A Tramp Abroad — Volume 05,Mark Twain,https://www.gutenberg.org/ebooks/5786
project_gutenberg,The Danger Mark,Robert W. Chambers,https://www.gutenberg.org/ebooks/18185
project_gutenberg,Destiny,Charles Neville Buck,https://www.gutenberg.org/ebooks/17141
project_gutenberg,"Out of the Hurly-Burly; Or, Life in an Odd Corner",Charles Heber Clark,https://www.gutenberg.org/ebooks/42190
project_gutenberg,The Rejuvenation of Aunt Mary,Anne Warner,https://www.gutenberg.org/ebooks/15775
project_gutenberg,The Great Speeches and Orations of Daniel Webster,Daniel Webster and Edwin Percy Whipple,https://www.gutenberg.org/ebooks/12606
project_gutenberg,The House of the Vampire,George Sylvester Viereck,https://www.gutenberg.org/ebooks/17144
project_gutenberg,Nothing But the Truth,Frederic Stewart Isham,https://www.gutenberg.org/ebooks/43916
project_gutenberg,Authors at home: Personal and biographical sketches of well-known American writers,,https://www.gutenberg.org/ebooks/69728
project_gutenberg,A Hoosier Chronicle,Meredith Nicholson,https://www.gutenberg.org/ebooks/15138
project_gutenberg,I and My Chimney,Herman Melville,https://www.gutenberg.org/ebooks/2694
project_gutenberg,Local Color,Irvin S. Cobb,https://www.gutenberg.org/ebooks/41297
project_gutenberg,First Project Gutenberg Collection of Edgar Allan Poe,Edgar Allan Poe,https://www.gutenberg.org/ebooks/1062
project_gutenberg,Mountain: A Novel,Clement Wood,https://www.gutenberg.org/ebooks/39994
project_gutenberg,The Brentons,Anna Chapin Ray,https://www.gutenberg.org/ebooks/21763
project_gutenberg,Among My Books. First Series,James Russell Lowell,https://www.gutenberg.org/ebooks/8503
project_gutenberg,Bab: A Sub-Deb,Mary Roberts Rinehart,https://www.gutenberg.org/ebooks/366
project_gutenberg,The Poets' Lincoln,,https://www.gutenberg.org/ebooks/30420
project_gutenberg,Poems of Experience,Ella Wheeler Wilcox,https://www.gutenberg.org/ebooks/5170
project_gutenberg,Peter Whiffle :  His life and works,Carl Van Vechten,https://www.gutenberg.org/ebooks/73546
project_gutenberg,Marcia Schuyler,Grace Livingston Hill,https://www.gutenberg.org/ebooks/23132
project_gutenberg,"The Collected Works of Ambrose Bierce, Volume 08",Ambrose Bierce,https://www.gutenberg.org/ebooks/15599
project_gutenberg,The Tin Soldier,Temple Bailey,https://www.gutenberg.org/ebooks/18056
project_gutenberg,Love under Fire,Randall Parrish,https://www.gutenberg.org/ebooks/12015
project_gutenberg,Sundry Accounts,Irvin S. Cobb,https://www.gutenberg.org/ebooks/27439
project_gutenberg,"Blackwood's Edinburgh Magazine, Volume 56, Number 347, September, 1844",Various,https://www.gutenberg.org/ebooks/25208
project_gutenberg,The sturdy oak :  a composite novel of American politics by fourteen American authors,,https://www.gutenberg.org/ebooks/8435
project_gutenberg,Rodman the Keeper: Southern Sketches,Constance Fenimore Woolson,https://www.gutenberg.org/ebooks/33813
project_gutenberg,Rocket Summer,Ray Bradbury,https://www.gutenberg.org/ebooks/64181
project_gutenberg,The Flirt,Booth Tarkington,https://www.gutenberg.org/ebooks/297
project_gutenberg,The Secret of Lonesome Cove,Samuel Hopkins Adams,https://www.gutenberg.org/ebooks/36335
project_gutenberg,Scandal :  A novel,Cosmo Hamilton,https://www.gutenberg.org/ebooks/50317
project_gutenberg,"The Burglar's Fate, and The Detectives",Allan Pinkerton,https://www.gutenberg.org/ebooks/17762
project_gutenberg,"We and Our Neighbors; or, The Records of an Unfashionable Street",Harriet Beecher Stowe,https://www.gutenberg.org/ebooks/48603
project_gutenberg,A Man's World,Albert Edwards,https://www.gutenberg.org/ebooks/44878
project_gutenberg,The Diary of a Freshman,Charles Macomb Flandrau,https://www.gutenberg.org/ebooks/44888
project_gutenberg,Mary-'Gusta,Joseph Crosby Lincoln,https://www.gutenberg.org/ebooks/2473
project_gutenberg,Kora in Hell: Improvisations,William Carlos Williams,https://www.gutenberg.org/ebooks/56681
project_gutenberg,"Paul the Peddler; Or, The Fortunes of a Young Street Merchant",Jr. Horatio Alger,https://www.gutenberg.org/ebooks/659
project_gutenberg,Rolling Stones,O. Henry,https://www.gutenberg.org/ebooks/3815
project_gutenberg,Castle Craneycrow,George Barr McCutcheon,https://www.gutenberg.org/ebooks/5349
project_gutenberg,Labor and Freedom: The Voice and Pen of Eugene V. Debs,Eugene V. Debs,https://www.gutenberg.org/ebooks/34012
project_gutenberg,Why Joan?,Eleanor Mercein Kelly,https://www.gutenberg.org/ebooks/34801
project_gutenberg,The Girl at Central,Geraldine Bonner,https://www.gutenberg.org/ebooks/35503
project_gutenberg,Leaves from the Diary of an Impressionist: Early Writings,Lafcadio Hearn,https://www.gutenberg.org/ebooks/55850
project_gutenberg,Clover,Susan Coolidge,https://www.gutenberg.org/ebooks/15798
project_gutenberg,Following the Equator: A Journey Around the World. Part 4,Mark Twain,https://www.gutenberg.org/ebooks/5811
project_gutenberg,Mr. Dooley in Peace and in War,Finley Peter Dunne,https://www.gutenberg.org/ebooks/22537
project_gutenberg,"Carlyle's laugh, and other surprises",Thomas Wentworth Higginson,https://www.gutenberg.org/ebooks/68129
project_gutenberg,A Modern Instance,William Dean Howells,https://www.gutenberg.org/ebooks/8203
project_gutenberg,The Call of the South,Robert Lee Durham,https://www.gutenberg.org/ebooks/45206
project_gutenberg,The Victim: A Romance of the Real Jefferson Davis,Jr. Thomas Dixon,https://www.gutenberg.org/ebooks/18721
project_gutenberg,The deserted wife,Emma Dorothy Eliza Nevitte Southworth,https://www.gutenberg.org/ebooks/76591
project_gutenberg,Edward MacDowell: A Study,Lawrence Gilman,https://www.gutenberg.org/ebooks/14109
project_gutenberg,Sam Lawson's Oldtown Fireside Stories,Harriet Beecher Stowe,https://www.gutenberg.org/ebooks/50129
project_gutenberg,Patience Sparhawk and Her Times: A Novel,Gertrude Franklin Horn Atherton,https://www.gutenberg.org/ebooks/53009
project_gutenberg,"Philo Gubb, Correspondence-School Detective",Ellis Parker Butler,https://www.gutenberg.org/ebooks/29721
project_gutenberg,"""Swingin round the cirkle"" :  His ideas of men, politics, and things, as set forth in his letters to the public press, during the year 1866.",David Ross Locke,https://www.gutenberg.org/ebooks/17228
project_gutenberg,The Dead Men's Song,Champion Ingraham Hitchcock,https://www.gutenberg.org/ebooks/19273
project_gutenberg,Murder in Black Letter,Poul Anderson,https://www.gutenberg.org/ebooks/59369
project_gutenberg,Just David,Eleanor H. Porter,https://www.gutenberg.org/ebooks/440
project_gutenberg,Mary Ware in Texas,Annie F. Johnston,https://www.gutenberg.org/ebooks/40366
project_gutenberg,"Graham's Magazine, Vol. XLI, No. 2, August 1852",Various,https://www.gutenberg.org/ebooks/47736
project_gutenberg,"The Atlantic Monthly, Volume 03, No. 16, February, 1859",Various,https://www.gutenberg.org/ebooks/11606
project_gutenberg,The Marriage of William Ashe,Mrs. Humphry Ward,https://www.gutenberg.org/ebooks/14126
project_gutenberg,A Tramp Abroad — Volume 06,Mark Twain,https://www.gutenberg.org/ebooks/5787
project_gutenberg,"Si Klegg, Book 2",John McElroy,https://www.gutenberg.org/ebooks/31772
project_gutenberg,Old Crow,Alice Brown,https://www.gutenberg.org/ebooks/31372
project_gutenberg,American Boy's Life of Theodore Roosevelt,Edward Stratemeyer,https://www.gutenberg.org/ebooks/22352
project_gutenberg,Chicken Little Jane on the Big John,Lily Munsell Ritchie,https://www.gutenberg.org/ebooks/30629
project_gutenberg,Fantastic Fables,Ambrose Bierce,https://www.gutenberg.org/ebooks/374
project_gutenberg,Jaffery,William John Locke,https://www.gutenberg.org/ebooks/14669
project_gutenberg,Mark Twain,Archibald Henderson,https://www.gutenberg.org/ebooks/6873
project_gutenberg,Seeing Things at Night,Heywood Broun,https://www.gutenberg.org/ebooks/35793
project_gutenberg,100%: the Story of a Patriot,Upton Sinclair,https://www.gutenberg.org/ebooks/5776
project_gutenberg,Songs of the Cattle Trail and Cow Camp,,https://www.gutenberg.org/ebooks/21723
project_gutenberg,Present at a Hanging and Other Ghost Stories,Ambrose Bierce,https://www.gutenberg.org/ebooks/4387
project_gutenberg,Bill Nye and Boomerang,Bill Nye,https://www.gutenberg.org/ebooks/51959
project_gutenberg,A Lost Lady,Willa Cather,https://www.gutenberg.org/ebooks/65636
project_gutenberg,A Top-Floor Idyl,George Van Schaick,https://www.gutenberg.org/ebooks/33218
project_gutenberg,Counsel for the Defense,Leroy Scott,https://www.gutenberg.org/ebooks/28820
project_gutenberg,The mother,Pearl S. Buck,https://www.gutenberg.org/ebooks/68577
project_gutenberg,"Baled Hay: A Drier Book than Walt Whitman's ""Leaves o' Grass""",Bill Nye,https://www.gutenberg.org/ebooks/50699
project_gutenberg,Lady Rose's Daughter,Mrs. Humphry Ward,https://www.gutenberg.org/ebooks/13782
project_gutenberg,Comic Tragedies,Louisa May Alcott and Anna Bronson Alcott Pratt,https://www.gutenberg.org/ebooks/33986
project_gutenberg,Comrade Yetta,Albert Edwards,https://www.gutenberg.org/ebooks/38860
project_gutenberg,"McClure's Magazine, Vol. XXXI, No. 6, October, 1908",Various,https://www.gutenberg.org/ebooks/43842
project_gutenberg,Around the World with Josiah Allen's Wife,Marietta Holley,https://www.gutenberg.org/ebooks/30190
project_gutenberg,"The Atlantic Monthly, Volume 20, No. 122, December, 1867",Various,https://www.gutenberg.org/ebooks/28630
project_gutenberg,The Night of the Long Knives,Fritz Leiber,https://www.gutenberg.org/ebooks/25024
project_gutenberg,"Ainslee's magazine, Volume 16, No. 2, September, 1905",Various,https://www.gutenberg.org/ebooks/47016
project_gutenberg,A Woman Named Smith,Marie Conway Oemler,https://www.gutenberg.org/ebooks/15591
project_gutenberg,The Broken Gate: A Novel,Emerson Hough,https://www.gutenberg.org/ebooks/33475
project_gutenberg,"Men, Women, and Ghosts",Elizabeth Stuart Phelps,https://www.gutenberg.org/ebooks/10744
project_gutenberg,Back Home: Being the Narrative of Judge Priest and His People,Irvin S. Cobb,https://www.gutenberg.org/ebooks/44223
project_gutenberg,Fairfax and His Pride: A Novel,Marie Van Vorst,https://www.gutenberg.org/ebooks/32826
project_gutenberg,"The Wit and Humor of America, Volume IV. (of X.)",,https://www.gutenberg.org/ebooks/18776
project_gutenberg,My Story That I Like Best,"Edna Ferber, Irvin S. Cobb, James Oliver Curwood, Peter B. Kyne, Meredith Nicholson, and H. C. Witwer",https://www.gutenberg.org/ebooks/65906
project_gutenberg,The Lion and the Mouse: A Story of American Life,Charles Klein and Arthur Hornblow,https://www.gutenberg.org/ebooks/14204
project_gutenberg,The Apaches of New York,Alfred Henry Lewis,https://www.gutenberg.org/ebooks/51909
project_gutenberg,The mule-bone :  a comedy of Negro life in three acts,Zora Neale Hurston and Langston Hughes,https://www.gutenberg.org/ebooks/19435
project_gutenberg,For whose sake?,Emma Dorothy Eliza Nevitte Southworth,https://www.gutenberg.org/ebooks/69809
project_gutenberg,"The Errand Boy; Or, How Phil Brent Won Success",Jr. Horatio Alger,https://www.gutenberg.org/ebooks/462
project_gutenberg,Still Jim,Honoré Morrow,https://www.gutenberg.org/ebooks/24458
project_gutenberg,Voices; Birth-Marks; The Man and the Elephant,Mathew Joseph Holt,https://www.gutenberg.org/ebooks/35694
project_gutenberg,The Man in Lower Ten,Mary Roberts Rinehart,https://www.gutenberg.org/ebooks/1869
project_gutenberg,"The Atlantic Monthly, Volume 11, No. 68, June, 1863",Various,https://www.gutenberg.org/ebooks/35226
project_gutenberg,The Thread of Flame,Basil King,https://www.gutenberg.org/ebooks/45898
project_gutenberg,The Negro in Literature and Art in the United States,Benjamin Griffith Brawley,https://www.gutenberg.org/ebooks/35063
project_gutenberg,"The Galaxy, April, 1877",Various,https://www.gutenberg.org/ebooks/32616
project_gutenberg,Memories of a Hostess: A Chronicle of Eminent Friendships,Annie Fields and M. A. De Wolfe Howe,https://www.gutenberg.org/ebooks/62867
project_gutenberg,"The Continental Monthly, Vol. 2 No 4, October, 1862",Various,https://www.gutenberg.org/ebooks/24531
project_gutenberg,The Foreign Hand Tie,Randall Garrett,https://www.gutenberg.org/ebooks/30497
project_gutenberg,A Book About Myself,Theodore Dreiser,https://www.gutenberg.org/ebooks/62995
project_gutenberg,The Tempering,Charles Neville Buck,https://www.gutenberg.org/ebooks/33736
project_gutenberg,Biographical Stories,Nathaniel Hawthorne,https://www.gutenberg.org/ebooks/9254
project_gutenberg,Pink and White Tyranny,Harriet Beecher Stowe,https://www.gutenberg.org/ebooks/12354
project_gutenberg,The Gift of Black Folk: The Negroes in the Making of America,W. E. B. Du Bois,https://www.gutenberg.org/ebooks/66398
project_gutenberg,Three Years in Europe: Places I Have Seen and People I Have Met,William Wells Brown,https://www.gutenberg.org/ebooks/15830
project_gutenberg,The Flaw in the Sapphire,Charles M. Snyder,https://www.gutenberg.org/ebooks/23752
project_gutenberg,"""Short Sixes"": Stories to be Read While the Candle Burns",H. C. Bunner,https://www.gutenberg.org/ebooks/47405
project_gutenberg,In the Fog,Richard Harding Davis,https://www.gutenberg.org/ebooks/7884
project_gutenberg,An Alabaster Box,Mary Eleanor Wilkins Freeman and Florence Morse Kingsley,https://www.gutenberg.org/ebooks/18140
project_gutenberg,A Knight of the Cumberland,Jr. John Fox,https://www.gutenberg.org/ebooks/324
project_gutenberg,Rough-Hewn,Dorothy Canfield Fisher,https://www.gutenberg.org/ebooks/37451
project_gutenberg,Great Jehoshaphat and Gully Dirt!,Jewell Ellen Smith,https://www.gutenberg.org/ebooks/2357
project_gutenberg,When Knighthood Was in Flower,Charles Major,https://www.gutenberg.org/ebooks/17498
project_gutenberg,Wired Love: A Romance of Dots and Dashes,Ella Cheever Thayer,https://www.gutenberg.org/ebooks/24353
project_gutenberg,Betty Zane,Zane Grey,https://www.gutenberg.org/ebooks/1261
project_gutenberg,Tomorrow's tangle,Geraldine Bonner,https://www.gutenberg.org/ebooks/67521
project_gutenberg,The Marvelous Exploits of Paul Bunyan,William B. Laughead,https://www.gutenberg.org/ebooks/32994
project_gutenberg,The Port of Adventure,C. N. Williamson and A. M. Williamson,https://www.gutenberg.org/ebooks/11016
project_gutenberg,Tom Grogan,Francis Hopkinson Smith,https://www.gutenberg.org/ebooks/850
project_gutenberg,A Poor Wise Man,Mary Roberts Rinehart,https://www.gutenberg.org/ebooks/1970
project_gutenberg,"The Complete Works of Nathaniel Hawthorne, Appendix to Volume XII: Tales, Sketches, and other Papers by Nathaniel Hawthorne with a Biographical Sketch by George Parsons Lathrop",George Parsons Lathrop,https://www.gutenberg.org/ebooks/40529
project_gutenberg,The Atlantic Book of Modern Plays,,https://www.gutenberg.org/ebooks/16435
project_gutenberg,A Silent Singer,Clara Morris,https://www.gutenberg.org/ebooks/64458
project_gutenberg,"The Atlantic Monthly, Volume 17, No. 104, June, 1866",Various,https://www.gutenberg.org/ebooks/22375
project_gutenberg,"Confession; Or, The Blind Heart. A Domestic Story",William Gilmore Simms,https://www.gutenberg.org/ebooks/6059
project_gutenberg,Dwellers in Arcady: The Story of an Abandoned Farm,Albert Bigelow Paine,https://www.gutenberg.org/ebooks/28027
project_gutenberg,The Light in the Clearing: A Tale of the North Country in the Time of Silas Wright,Irving Bacheller,https://www.gutenberg.org/ebooks/14150
project_gutenberg,"The Old Manse (From ""Mosses from an Old Manse"")",Nathaniel Hawthorne,https://www.gutenberg.org/ebooks/9221
project_gutenberg,A Spoil of Office: A Story of the Modern West,Hamlin Garland,https://www.gutenberg.org/ebooks/26189
project_gutenberg,Skippy Bedelle,Owen Johnson,https://www.gutenberg.org/ebooks/25465
project_gutenberg,The Book of Susan: A Novel,Lee Wilson Dodd,https://www.gutenberg.org/ebooks/33400
project_gutenberg,Thankful's Inheritance,Joseph Crosby Lincoln,https://www.gutenberg.org/ebooks/2552
project_gutenberg,The Bell in the Fog and Other Stories,Gertrude Franklin Horn Atherton,https://www.gutenberg.org/ebooks/14256
project_gutenberg,Albert Ballin,Bernhard Huldermann,https://www.gutenberg.org/ebooks/44135
project_gutenberg,"Poems by Emily Dickinson, Third Series",Emily Dickinson,https://www.gutenberg.org/ebooks/12241
project_gutenberg,Christmas Eve and Christmas Day: Ten Christmas stories,Edward Everett Hale,https://www.gutenberg.org/ebooks/32455
project_gutenberg,Evangeline,Henry Wadsworth Longfellow,https://www.gutenberg.org/ebooks/15390
project_gutenberg,"Godey's Lady's Book, Vol. 48, February, 1854",Various,https://www.gutenberg.org/ebooks/52168
project_gutenberg,The Market-Place,Harold Frederic,https://www.gutenberg.org/ebooks/298
project_gutenberg,The Quickening,Francis Lynde,https://www.gutenberg.org/ebooks/17357
project_gutenberg,Quin,Alice Caldwell Hegan Rice,https://www.gutenberg.org/ebooks/20033
project_gutenberg,The Story of Slavery,Booker T. Washington,https://www.gutenberg.org/ebooks/45125
project_gutenberg,The Red Cross Girl,Richard Harding Davis,https://www.gutenberg.org/ebooks/1733
project_gutenberg,The Business of Life,Robert W. Chambers,https://www.gutenberg.org/ebooks/43703
project_gutenberg,"The Atlantic Monthly, Volume 18, No. 110, December, 1866",Various,https://www.gutenberg.org/ebooks/17217
project_gutenberg,A Daughter of the Sioux: A Tale of the Indian frontier,Charles King,https://www.gutenberg.org/ebooks/19023
project_gutenberg,"Sunny Memories Of Foreign Lands, Volume 1",Harriet Beecher Stowe,https://www.gutenberg.org/ebooks/13945
project_gutenberg,State of the Union Addresses,Dwight D. Eisenhower,https://www.gutenberg.org/ebooks/5040
project_gutenberg,The Southerner: A Romance of the Real Lincoln,Jr. Thomas Dixon,https://www.gutenberg.org/ebooks/19135
project_gutenberg,The Christian: A Story,Sir Hall Caine,https://www.gutenberg.org/ebooks/8407
project_gutenberg,Cloudy Jewel,Grace Livingston Hill,https://www.gutenberg.org/ebooks/30006
project_gutenberg,The Man of Adamant,Nathaniel Hawthorne,https://www.gutenberg.org/ebooks/9240
project_gutenberg,"The Nursery, December 1881, Vol. XXX",Various,https://www.gutenberg.org/ebooks/42161
project_gutenberg,Sour Grapes: A Book of Poems,William Carlos Williams,https://www.gutenberg.org/ebooks/35667
project_gutenberg,The Village Watch-Tower,Kate Douglas Smith Wiggin,https://www.gutenberg.org/ebooks/936
project_gutenberg,Forrest House :  A novel,Mary Jane Holmes,https://www.gutenberg.org/ebooks/70473
project_gutenberg,"Eclectic Magazine of Foreign Literature, Science, and Art, April 1885",Various,https://www.gutenberg.org/ebooks/53212
project_gutenberg,"Quotes and Images From the Works of Oliver Wendell Holmes, Sr.",Oliver Wendell Holmes,https://www.gutenberg.org/ebooks/7545
project_gutenberg,Miss Beecher's Housekeeper and Healthkeeper,Catharine Esther Beecher,https://www.gutenberg.org/ebooks/55734
project_gutenberg,Bud: A Novel,Neil Munro,https://www.gutenberg.org/ebooks/43731
project_gutenberg,Dulcibel: A Tale of Old Salem,Henry Peterson,https://www.gutenberg.org/ebooks/20569
project_gutenberg,Twelve Men,Theodore Dreiser,https://www.gutenberg.org/ebooks/14717
project_gutenberg,Terry,Charles Goff Thomson,https://www.gutenberg.org/ebooks/20563
project_gutenberg,Peggy Stewart at School,Gabrielle E. Jackson,https://www.gutenberg.org/ebooks/22113
project_gutenberg,"Lippincott's Magazine of Popular Literature and Science, Volume 17, No. 098, February, 1876",Various,https://www.gutenberg.org/ebooks/13154
project_gutenberg,Madge Morton's Victory,Amy D. V. Chalmers,https://www.gutenberg.org/ebooks/26538
project_gutenberg,The Complete Project Gutenberg Writings of Charles Dudley Warner,Charles Dudley Warner,https://www.gutenberg.org/ebooks/3136
project_gutenberg,Harriet and the Piper,Kathleen Thompson Norris,https://www.gutenberg.org/ebooks/5006
project_gutenberg,Dreams and Days: Poems,George Parsons Lathrop,https://www.gutenberg.org/ebooks/7325
project_gutenberg,The despot of Broomsedge Cove,Charles Egbert Craddock,https://www.gutenberg.org/ebooks/76287
project_gutenberg,"The Sot-weed Factor: or, A Voyage to Maryland. A Satyr.",Ebenezer Cooke,https://www.gutenberg.org/ebooks/21346
project_gutenberg,"Love Letters of Nathaniel Hawthorne, Volume 2 (of 2)",Nathaniel Hawthorne,https://www.gutenberg.org/ebooks/41368
project_gutenberg,The Air Trust,George Allan England,https://www.gutenberg.org/ebooks/12826
project_gutenberg,The Lure of the Mask,Harold MacGrath,https://www.gutenberg.org/ebooks/22158
project_gutenberg,"De la Démocratie en Amérique, tome premier (French)",Alexis de Tocqueville,https://www.gutenberg.org/ebooks/30513
project_gutenberg,"Scrap Book of Mormon Literature, Volume 2 (of 2). Religious Tracts",,https://www.gutenberg.org/ebooks/54298
project_gutenberg,"American War Ballads and Lyrics, Volume 1 (of 2)",,https://www.gutenberg.org/ebooks/50335
project_gutenberg,Harrington: A Story of True Love,William Douglas O'Connor,https://www.gutenberg.org/ebooks/57876
project_gutenberg,Life of Oliver Wendell Holmes,E. E. Brown,https://www.gutenberg.org/ebooks/37878
project_gutenberg,"Jewish influences in American life :  volume III of the International Jew, the world's foremost problem : being a reprint of a third selection from articles appearing in the Dearborn Independent",Henry Ford and William John Cameron,https://www.gutenberg.org/ebooks/76612
project_gutenberg,"The Curious Republic of Gondour, and Other Whimsical Sketches",Mark Twain,https://www.gutenberg.org/ebooks/3192
project_gutenberg,The conscience of a Conservative,Barry M. Goldwater,https://www.gutenberg.org/ebooks/74319
project_gutenberg,The Shepherd of the Hills,Harold Bell Wright,https://www.gutenberg.org/ebooks/4735
project_gutenberg,The Art of Letters,Robert Lynd,https://www.gutenberg.org/ebooks/13764
project_gutenberg,The Forged Note: A Romance of the Darker Races,Oscar Micheaux,https://www.gutenberg.org/ebooks/39548
project_gutenberg,The Manxman,Sir Hall Caine,https://www.gutenberg.org/ebooks/25570
project_gutenberg,A Treasury of War Poetry: British and American Poems of the World War 1914-1917,,https://www.gutenberg.org/ebooks/8820
project_gutenberg,The Sisters-In-Law: A Novel of Our Time,Gertrude Franklin Horn Atherton,https://www.gutenberg.org/ebooks/8535
project_gutenberg,"The Connecticut Wits, and Other Essays",Henry A. Beers,https://www.gutenberg.org/ebooks/50915
project_gutenberg,Mildred at Home: With Something About Her Relatives and Friends.,Martha Finley,https://www.gutenberg.org/ebooks/45963
project_gutenberg,Asleep in Armageddon,Ray Bradbury,https://www.gutenberg.org/ebooks/63827
project_gutenberg,Religious Experience and Journal of Mrs. Jarena Lee,Jarena Lee,https://www.gutenberg.org/ebooks/66953
project_gutenberg,The Roof Tree,Charles Neville Buck,https://www.gutenberg.org/ebooks/28683
project_gutenberg,"The Atlantic Monthly, Volume 02, No. 10, August, 1858",Various,https://www.gutenberg.org/ebooks/10626
project_gutenberg,"McClure's Magazine, Vol. XXXI, September 1908, No. 5",Various,https://www.gutenberg.org/ebooks/45924
project_gutenberg,The Finer Grain,Henry James,https://www.gutenberg.org/ebooks/21968
project_gutenberg,A Garland for Girls,Louisa May Alcott,https://www.gutenberg.org/ebooks/5830
project_gutenberg,Judge Elbridge,Opie Percival Read,https://www.gutenberg.org/ebooks/46699
project_gutenberg,The Just and the Unjust,Vaughan Kester,https://www.gutenberg.org/ebooks/14581
project_gutenberg,Ariel Dances,Ethel Cook Eliot,https://www.gutenberg.org/ebooks/58412
project_gutenberg,"The Knickerbocker, Vol. 22, No. 2, August 1843",Various,https://www.gutenberg.org/ebooks/47920
project_gutenberg,Danny's Own Story,Don Marquis,https://www.gutenberg.org/ebooks/587
project_gutenberg,The Dream Doctor,Arthur B. Reeve,https://www.gutenberg.org/ebooks/5054
project_gutenberg,Under the Lilacs,Louisa May Alcott,https://www.gutenberg.org/ebooks/3795
project_gutenberg,The Bobbsey Twins,Laura Lee Hope,https://www.gutenberg.org/ebooks/17412
project_gutenberg,The Story of Julia Page,Kathleen Thompson Norris,https://www.gutenberg.org/ebooks/4787
project_gutenberg,The Story of Pocahontas and Captain John Smith,E. Boyd Smith,https://www.gutenberg.org/ebooks/24487
project_gutenberg,"The Collected Works of Ambrose Bierce, Volume 12",Ambrose Bierce,https://www.gutenberg.org/ebooks/66345
project_gutenberg,The Lake Gun,James Fenimore Cooper,https://www.gutenberg.org/ebooks/2328
project_gutenberg,A Tramp Abroad — Volume 02,Mark Twain,https://www.gutenberg.org/ebooks/5783
project_gutenberg,A Narrative of the Life and Travels of Mrs. Nancy Prince,Nancy Prince,https://www.gutenberg.org/ebooks/63579
project_gutenberg,My Life,Josiah Flynt,https://www.gutenberg.org/ebooks/40078
project_gutenberg,Love After Marriage; and Other Stories of the Heart,Caroline Lee Hentz,https://www.gutenberg.org/ebooks/43019
project_gutenberg,Stories of Great Americans for Little Americans,Edward Eggleston,https://www.gutenberg.org/ebooks/10070
project_gutenberg,Dr. Wortle's School,Anthony Trollope,https://www.gutenberg.org/ebooks/21847
project_gutenberg,The Confession,Mary Roberts Rinehart,https://www.gutenberg.org/ebooks/1963
project_gutenberg,The Benson murder case,S. S. Van Dine,https://www.gutenberg.org/ebooks/70634
project_gutenberg,He,H. P. Lovecraft,https://www.gutenberg.org/ebooks/68547
project_gutenberg,The Redemption of David Corson,Charles Frederic Goss,https://www.gutenberg.org/ebooks/14730
project_gutenberg,The Story of Waitstill Baxter,Kate Douglas Smith Wiggin,https://www.gutenberg.org/ebooks/1701
project_gutenberg,Twilight Stories,,https://www.gutenberg.org/ebooks/594
project_gutenberg,"Blue Bonnet in Boston; or, Boarding-School Days at Miss North's",Caroline Elliott Hoogs Jacobs and Lela Horn Richards,https://www.gutenberg.org/ebooks/23916
project_gutenberg,Sister Carrie,Theodore Dreiser,https://www.gutenberg.org/ebooks/5267
