id,title,author,publisher,published_date,description,categories,language,page_count,average_rating,ratings_count,thumbnail,source,detail_link,year,metadata_completeness
we4jl507M4EC,Romance Writing,Lynne Pearce,Polity,2007-01-05,"Exploring the nature of both the romance genre and the discourse of romantic love from the 17th century to the present day, this book shows how, in the history of literature, lovers have utilised its spark to change not only themselves but also their worlds, through acts of creativity and heroism.",Language Arts & Disciplines,en,228.0,,,http://books.google.com/books/content?id=we4jl507M4EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,2007.0,complete
nPwsFO6WXsAC,Anglicising Romance,Rhiannon Purdie,Boydell & Brewer Ltd,2008,"A reappraisal of the tail-rhyme form so strongly associated with medieval English romance. Tail-rhyme romance units a French genre with a continental stanza form, so why was it only developed in Middle English literature? This volume seeks to explain why and how the tail-rhyme form established itself in medieval English romantic verse.",Language Arts & Disciplines,en,286.0,,,http://books.google.com/books/content?id=nPwsFO6WXsAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,2008.0,complete
_2DyTRbkuBsC,The Romance of Flamenca,E. D. Blodgett,Psychology Press,1995,"""Variously described as a comedy of manners, a psychological romance, and a type of fabliau, the 13th-century narrative Flamenca is the best medieval romance written in Occitan. Its uniqueness springs from qualities that anticipate the preoccupations of modern-day narrative. Not content with being a love story fraught with risk and intrigue, the poem is layered with responses to the troubadour tradition of love and poetry, as well as the Bible and the classics. Though among the most bookish of romances, its tone is invariably ironic, comic, and satirical. This playfulness may be measured by the variety and vehemence of critical response to the poem. Is it a vindication of the troubadour ideal, a mockery of the Church, a satire on jealous husbands, or an undermining of the ideals that romance is said to inscribe? Or is it all of these elements held in suspense? The introduction confronts these questions.""--provided by publisher.",Literary Collections,en,506.0,,,http://books.google.com/books/content?id=_2DyTRbkuBsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,1995.0,complete
f3R9bW5S2t4C,Noun  Verb Compounding in Western Romance,Kathryn Klingebiel,Univ of California Press,1989-01-01,"This study traces the development of the Noun  Verb compositional pattern, e.g., Latin manutenere, in four western Romance languages, providing listings of medieval and modern examples. The pattern has disappeared from literary French and Spanish, yet continues to show surprising vitality in Catalan, the dialects of Occitan, and even in non-standardized varieties of northern Gallo-Romance.",Language Arts & Disciplines,en,292.0,,,http://books.google.com/books/content?id=f3R9bW5S2t4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,1989.0,complete
PcRjnx6LuwwC,The Heroines of English Pastoral Romance,Sue P. Starke,Boydell & Brewer,2007,"The figure of the woman as hero in pastoral romance is shown to grow in importance and complexity in this important new study. The genre of pastoral romance flourished dramatically in Renaissance England between 1590 and 1650. One of its key elements is that it is the daughter, not the son, of the gentle family who increasingly becomes the subject of theromance's attempt to define and illustrate heroism. The pastoral heroine's task is paradoxical: to break out of her pastoral paradise in order to ensure its reconstitution. She is the princess, the shepherdess, the Lady, or the virtuous daughter who becomes a repository of honor and virtue in a changing society where traditional chivalric definitions of honor hold decreasing purchase. This groundbreaking book examines the typical challenges facedby the pastoral romance heroine as she matures within the pastoral locus amoenus: the foundling dilemma; the loop-shaped quest: the rhetorical battle; the chastity threat; the reconciliation of beauty to virtue; and familial reunification. It illustrates how the allegorical, symbolic, and psychological characterizations of pastoral heroines in the works of Sidney, Spenser, Wroth, Fletcher, Milton, and Marvell anticipate developments in the representation of female subjectivities normally associated with the novel. SUE P. STARKE is Associate Professor of English at Monmouth University, New Jersey.",History,en,258.0,,,http://books.google.com/books/content?id=PcRjnx6LuwwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,2007.0,complete
ykphxODp7kIC,Romance Languages and Linguistic Theory 2001,Josep Quer i Carbonell,John Benjamins Publishing,2003,"The volumes ""Romance Languages and Linguistic Theory"" published in the series ""Current Issues in Linguistic Theory ""contain the selected papers of the ""Going Romance"" conferences, a major European annual discussion forum for theoretically relevant research on Romance languages.""Romance Languages and Linguistic Theory 2001"" is the third such volume. It presents a selection of the papers that have been presented at the occasion of ""Going Romance 2001 (XV)"" which was held at the University of Amsterdam on December 6-8, 2001. The three-day program included a workshop on Determiners. The volume contains articles on specifics of one or more Romance languages or varieties: the architecture of the Determiner Phrase and properties of determiners, the left periphery of the sentence and clause structure, null elements and their interpretation, clitics, and other interesting phenomena in the Romance languages.",Language Arts & Disciplines,en,370.0,,,http://books.google.com/books/content?id=ykphxODp7kIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,2003.0,complete
sFIsEQAAQBAJ,Silent Fury: Dark Mafia Romance,Alessa Steel,XSN,,"Running from hell isnʼt easy. Especially when someoneʼs dragging you back down into it. Bold, rebellious, and always dressed in black, Ivana is no delicate flower. Sheltered by her father, shes managed to live a relatively normal lifedespite being born into the shadows of New Yorks criminal underworld. Vasco is ruthless, merciless, and dangerously calculated. As the untouchable boss of the citys most depraved crime syndicate, even the most hardened Made Men fear him. Ivana despises his arrogance, his possessivenessthe way he thinks he can own her. But she cant ignore the way her pulse races at his touch, the low rasp of his voice, or the fire in his dark, commanding gaze. Vasco loathes her defiance, her recklessness, the chaos she brings into his world. To him, shes something wild that needs to be broken. So when he slides a ring onto her finger, stealing away her future, she makes only one promiseshell be his greatest torment. This is the first book of the Silent Desire Series. Reading order: Silent Fury, Silent Sins.",Fiction,en,269.0,,,http://books.google.com/books/content?id=sFIsEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,,complete
v9t1DwAAQBAJ,Indefinites Between Latin and Romance,Chiara Gianollo,"Oxford University Press, USA",2018,This book investigates the syntactic and semantic development of a selection of indefinite pronouns and determiners between Latin and the Romance languages. It uses data from Classical and Late Latin texts and from electronic corpora of early Romance to propose a new account of the similarities in the grammar of indefinites across Romance.,Foreign Language Study,en,342.0,,,http://books.google.com/books/content?id=v9t1DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,2018.0,complete
vWB2EAAAQBAJ,The Cambridge Handbook of Romance Linguistics,"Adam Ledgeway, Martin Maiden",Cambridge University Press,2022-07-07,"The Romance languages and dialects constitute a treasure trove of linguistic data of profound interest and significance. Data from the Romance languages have contributed extensively to our current empirical and theoretical understanding of phonetics, phonology, morphology, syntax, semantics, pragmatics, sociolinguistics, and historical linguistics. Written by a team of world-renowned scholars, this Handbook explores what we can learn about linguistics from the study of Romance languages, and how the body of comparative and historical data taken from them can be applied to linguistic study. It also offers insights into the diatopic and diachronic variation exhibited by the Romance family of languages, of a kind unparalleled for any other Western languages. By asking what Romance languages can do for linguistics, this Handbook is essential reading for all linguists interested in the insights that a knowledge of the Romance evidence can provide for general issues in linguistic theory.",Foreign Language Study,en,1171.0,,,http://books.google.com/books/content?id=vWB2EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,2022.0,complete
ezYxEQAAQBAJ,An Heir for the Boss: A Billionaire Boss Romance,Alice Fox,XSN,,"With her fathers business hitting rock bottom, Alley Rose turns to the one man who will take the greatest of pleasures in this whole complicated mess. Her fathers mortal enemy. Her one and only love. And the man who took her virginity and stamped on her heart in the blink of an eye. Felix Mendez, spanish billionaire and notorious playboy, will help sweet Alley Rose save her fathers business empire, but for a price. Felix needs a heir. Revenge has never been so sweet. Lust stirs and the flame ignites again for these old lovers, and Felix can't help but think this could be the most rewarding deal he's ever struck.",Fiction,en,260.0,,,http://books.google.com/books/content?id=ezYxEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,,complete
XdHYEAAAQBAJ,Manual of Judaeo-Romance Linguistics and Philology,"Guido Mensching, Frank Savelsberg",Walter de Gruyter GmbH & Co KG,2023-10-24,"This manual provides a detailed presentation of the various Romance languages as they appear in texts written by Jews, mostly using the Hebrew alphabet. It gives a comprehensive overview of the Jews and the Romance languages in the Middle Ages (part I), as well as after the expulsions (part II). These sections are dedicated to Judaeo-Romance texts and linguistic traditions mainly from Italy, northern and southern France (French and Occitan), and the Iberian Peninsula (Catalan, Spanish, Portuguese). The Judaeo-Spanish varieties of the 20th and 21st centuries are discussed in a separate section (part III), due to the fact that Judaeo-Spanish can be considered an independent language. This section includes detailed descriptions of its phoneticsphonology, morphology, lexicon, and syntax.",Foreign Language Study,en,629.0,,,http://books.google.com/books/content?id=XdHYEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,2023.0,complete
-e8pCgAAQBAJ,Vowel Length From Latin to Romance,Michele Loporcaro,OUP Oxford,2015-07-31,"This book investigates the changes that affected vowel length during the development of Latin into the Romance languages and dialects. In Latin, vowel length was contrastive (e.g. pila 'ball' vs. pila 'pile', like English bit vs. beat), but no modern Romance language has retained that same contrast. However, many non-standard Romance dialects (as well as French, up to the early 20th century) have developed novel vowel length contrasts, which are investigated in detail here. Unlike previous studies of this phenomenon, this book combines detailed historical evidence spanning three millennia (as attested by extant texts) with extensive data from present-day Romance varieties collected from first-hand fieldwork, which are subjected to both phonological and experimental phonetic analysis. Professor Loporcaro puts forward a detailed account of the loss of contrastive vowel length in late Latin, showing that this happened through the establishment of a process which lengthened all stressed vowels in open syllables, as in modern Italian casa 'ka:sa. His analysis has implications for many of the most widely-debated issues relating to the origin of novel vowel length contrasts in Romance, which are also shown to have been preserved to different degrees in different areas. The detailed investigation of the rise and fall of vowel length in dozens of lesser-known (non-standard) varieties is crucial in understanding the development of this aspect of Romance historical phonology, and will be of interest not only to researchers and students in comparative Romance linguistics, but also, more generally, to phonologists and those interested in historical linguistics beyond the Latin-Romance language family.",Language Arts & Disciplines,en,327.0,,,http://books.google.com/books/content?id=-e8pCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,2015.0,complete
2HJ-EQAAQBAJ,"Silk Scars Stay: Love, Hurts, Beautifully, Emotional, Billionaire Romance",KELAKKIYAR SIDDHAR,KELAKKIYAR SIDDHAR ,,"Elena Hart was never supposed to be a headline. Once the woman behind New York's most powerful billionaire, she vanished from the world the day he let her fall in silence. But silence, as she learns, doesn't protectit erases. Now, years later, she returns not to reclaim love but to reclaim herself. In a world that once fed off her stillness, Elena becomes the story: raw, unedited, and unstoppable. When Vincent Saitostill ruthless, still hauntedsteps back into her path, neither of them can hide behind the lies they used to wear so well. What begins as confrontation unfolds into something far more complicated: a quiet unraveling of the past, a reckoning of love shaped by guilt, and a battle between pain that lingers and healing that dares to begin. Set against backdrops of luxury and loneliness, this is a love story born not in perfection but in the ashes of everything that broke them. Emotional, bold, and fiercely honest, Silk Scars Stay explores the beauty of rebuilding, the ache of what could have been, and the power of a woman who learns that her story was never someone else's to tell. This isn't about forgiveness. It's about becoming.",Fiction,en,81.0,,,http://books.google.com/books/content?id=2HJ-EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,,complete
oePwCgAAQBAJ,Middle English Romance and the Craft of Memory,Jamie McKinstry,Boydell & Brewer,2015,"An examination of the depiction and function of memory in a variety of romances, including Troilus and Criseyde and Sir Gawain and the Green Knight.",Literary Criticism,en,291.0,,,http://books.google.com/books/content?id=oePwCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,2015.0,complete
2dNYEAAAQBAJ,Illustration in Fin-de-Siècle Transatlantic Romance Fiction,Kate Holterhoff,Routledge,2022-03-07,"This book examines illustrations created to accompany fictions written by several of the most popular authors published in Britain and America between 1885 and 1920. By studying the lavish illustrations that complemented not only initial serializations, but also subsequent publications of fictions by H. Rider Haggard, Rudyard Kipling, James De Mille, Robert Louis Stevenson, and H. G. Wells, the book demonstrates the significance of images to the fin de siècle romance form. In order to make fantastic plots seem possible, graphic artists worked hand in hand with authors to not only fill gaps in audience understanding, but also expand and deepen the meaning of these marvels. The book will be of interest to scholars working in art history, visual culture, illustration studies, British and American history, and British and American literature.",Art,en,263.0,,,http://books.google.com/books/content?id=2dNYEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,2022.0,complete
HwApoAbuZwQC,National and Regional Trends in Romance Linguistics and Philology,"Rebecca Posner, John N. Green",Walter de Gruyter,2011-04-20,"TRENDS IN LINGUISTICS is a series of books that open new perspectives in our understanding of language. The series publishes state-of-the-art work on core areas of linguistics across theoretical frameworks as well as studies that provide new insights by building bridges to neighbouring fields such as neuroscience and cognitive science. TRENDS IN LINGUISTICS considers itself a forum for cutting-edge research based on solid empirical data on language in its various manifestations, including sign languages. It regards linguistic variation in its synchronic and diachronic dimensions as well as in its social contexts as important sources of insight for a better understanding of the design of linguistic systems and the ecology and evolution of language. TRENDS IN LINGUISTICS publishes monographs and outstanding dissertations as well as edited volumes, which provide the opportunity to address controversial topics from different empirical and theoretical viewpoints. High quality standards are ensured through anonymous reviewing.",Language Arts & Disciplines,en,341.0,,,http://books.google.com/books/content?id=HwApoAbuZwQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,2011.0,complete
hIhUEAAAQBAJ,Sampled: A Steamy Opposites Attract New Adult College Girl meets Tattooed Hero Medical and Firefighter Romance,Carina Alyce,Carina Alyce,2022-08-02,"Pick your favorite 21st birthday present. One evening with your parents at the theater or one night with a tattooed firefighter. (Seriously, what college girl won't go for the skinny-dipping with this hot tattooed firefighter - don't get the feels on this one night stand to more...right?) Good girls like Vandy Patel spend their days behind books in the library. But when her twenty-first birthday rolls around, she meets Royce Murphy with his tattoos and gorgeous red hair. Just the guy her mom would tell her never to date. Firefighter Royce Murphy knows he's not permanent dating material for a college girl like Vandy. Still, something about her draws him to her, and he soon discovers how eager she is for anything he can teach her - in and outside of the bedroom. And their passion is more than enough to lead them both astray... Warning: This steamy new adult romance is the perfect for readers who want some HFN summer fling catnip. Please avoid if you hate smoking hot sex on the beach that leaves you with hickeys in very interesting places. You will love this new adult one-night stand turned more, featuring an Indian heroine and the firefighter who's hiding his secret pain. These books are perfect for readers of AWWM, IWWM, protector romance, action romance, romantic suspense, medical romance, firefighter romance, police romance, Asian woman White man romance, Indian woman romance, new adult romance, one-night stand romance, scarred hero romance, summer romance, birthday romance, 21st birthday romance, college student romance, secret romance - you got the idea. If you personally wish Grey's Anatomy and Chicago Fire (and every single medical drama you watch) had were heavier on the kink, sex scenes, and erotic, you need to read MetroGen! This book is perfect for readers who love Brittany Sahin, Nicole Snow, K.C. Crowne, Lucy Score, and J. Saman.",Fiction,en,133.0,,,http://books.google.com/books/content?id=hIhUEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,2022.0,complete
i9hlEQAAQBAJ,Manual of Romance Forensic Linguistics,"Victoria Guillén-Nieto, Dieter Stein",Walter de Gruyter GmbH & Co KG,2025-06-02,"It is evident that published, serious, science-based work in Forensic Linguistics is predominantly written in English and focuses on casework from the English-speaking world. While the first aspect is understandable  given that English serves as an international lingua franca in scientific discourse , the second aspect presents a significant limitation for the field. Should researchers assume that there is simply less crime in non-English-speaking areas of the world? A more pertinent question might be: What cultural, disciplinary, legal, or legal-cultural factors contribute to the lack of research in (and on) languages other than English? In addition to addressing the underrepresentation of Romance languages in scientific publications related to forensic work, the chapters in this handbook will also explore the reasons behind this unfortunate situation. Designed to engage readers, whether they are linguists, legal professionals, or simply interested individuals, and to spark interest in Romance Forensic Linguistics, this handbook follows three key objectives: First, we are committed to providing a comprehensive overview of the casework and research conducted in (and on) several Romance languages, including Peninsular Spanish, Catalan, Brazilian Portuguese, French, Canadian French, Italian, and Romanian. Second, the chapters in this volume seek to understand why Forensic Linguistics has thrived more in some Romance-speaking countries than in others. Finally, we aim to uncover the reasons for the slower development of Forensic Linguistics in regions where Romance languages are predominantly spoken.",Language Arts & Disciplines,en,291.0,,,http://books.google.com/books/content?id=i9hlEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,2025.0,complete
YnA5AQAAMAAJ,The Blithedale romance (1876),Nathaniel Hawthorne,,1876,,,en,300.0,,,http://books.google.com/books/content?id=YnA5AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,,incomplete
MO6X3xkEYVwC,"The Miscellaneous Works of Sir Walter Scott, Bart: Chivalry, romance, and the drama",Sir Walter Scott,,1870,,Demonology,en,402.0,,,http://books.google.com/books/content?id=MO6X3xkEYVwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,,incomplete
-QFGAQAAMAAJ,A Romance of Two Worlds,Marie Corelli,,1896,"""A Romance of Two Worlds starts with a young heroine, in first person, telling her story of a debilitating illness that includes depression and thoughts of suicide. Her doctor is unable to help her and sends her off on a holiday where she meets a mystical character by the name of Raffello Cellini, a famous Italian artist. Cellini offers her a strange potion which immediately puts her into a tranquil slumber, in which she experiences divine visions. Upon wakening, she craves more. Later, she meets her unnamed guardian angel, who whisks her through infinite solar systems faster than a shooting star while human spirits fly by like gossamer silk. He shares the truth of religion and the secret of human destiny, but still she longs for more. She comes to understand God as pure light and pure love, but it is not enough that she should see and hear these things from the touch of an angel. She wants to master this ability on her own and seeks a oneness with God through a series of meditative disciplines while locked away in a monastery.""--Wikipedia.",Healing,en,414.0,,,http://books.google.com/books/content?id=-QFGAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,,incomplete
8EpBAQAAMAAJ,A Sherburne Romance,Amanda M. Douglas,,1895,,Children's stories,en,424.0,,,http://books.google.com/books/content?id=8EpBAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,,incomplete
WuA-AAAAYAAJ,A Riverside Romance,Mrs. Edward Kennard,,1898,,,en,328.0,,,http://books.google.com/books/content?id=WuA-AAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,,incomplete
fiIJSv3bgSIC,Contarini Fleming: a romance. The rise of Iskander,Benjamin Disraeli (earl of Beaconsfield.),,1890,,,en,510.0,,,http://books.google.com/books/content?id=fiIJSv3bgSIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,,incomplete
T-cKAAAAYAAJ,"The Romance of Isabel, Lady Burton","Lady Isabel Burton, William Henry Wilkins",,1897,,,en,828.0,,,http://books.google.com/books/content?id=T-cKAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,,incomplete
1zArAQAAIAAJ,A Paradise of English Poetry: Romance,Henry Charles Beeching,,1893,,English poetry,en,396.0,,,http://books.google.com/books/content?id=1zArAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,,incomplete
r8w0OsgBjWQC,The Romance of the English Stage,Percy Hetherington Fitzgerald,,1874,,,en,344.0,,,http://books.google.com/books/content?id=r8w0OsgBjWQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,,incomplete
_hdlEAAAQBAJ,The Pirate: A Hostage Romance,Amelia Wilde,Amelia Wilde,2022-04-19,"A hard wind. Salt on his tongue. The endless night. Those are the things Poseidon wants to find as he climbs to the deck. He doesn't expect to see a dehydrated young woman clinging to a red-and-white buoy. He rescues her, but he's no savior. She's an heiress. Valuable if he holds her for ransom. And why wouldn't he? He's hunted treasure all his life. Except once he's had a taste of her, he's not sure he can give her up. A modern-day pirate with a dark past. A fierce young woman with secrets of her own. And the adventure of a lifetime. The Pirate is the complete Devil trilogy in one volume! ""The Devil and the Deep Blue Sea is the epic and larger than life romance that is just too impossible to praise with words. Action. Drama. Romance. Suspense. Angst. Steam. All came together impossibly well with Amelia Wilde's brilliant writing."" - PP's Bookshelf ""Amelia Wilde has done it again With The Devil and the Deep Blue Sea, delivering another amazing read full of dark, mysterious and flawed but beautiful characters."" - Tina, Goodreads reviewer ""Modern day pirate?? Count me in! This was quick, delicious and captivating!!! There is action,danger, sizzling romance and an antihero that will steal your heart!"" - Lina the Book Addict",Fiction,en,531.0,,,http://books.google.com/books/content?id=_hdlEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,2022.0,complete
jXMQAQAAMAAJ,The Romance of Natural History,Philip Henry Gosse,,1870,,Natural history,en,390.0,,,http://books.google.com/books/content?id=jXMQAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,,incomplete
NN48JMvgdyoC,"The celebrated romance of The stealing of the mare, tr. from the Arab. of Abû Zaid al-Hilâlî by lady A. Blunt, done into verse by W.S. Blunt",Abû Zaid (al-Hilâlî.),,1892,,,en,148.0,,,http://books.google.com/books/content?id=NN48JMvgdyoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,,incomplete
YsTLFE4fFK0C,"Sister Martha, Or, A Romance of the Franco-Prussian War",Benjamin Wilson (Curate of Fordham.),,1871,,,en,358.0,,,http://books.google.com/books/content?id=YsTLFE4fFK0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,,incomplete
sMhMEQAAQBAJ,Sweet Romance Books. Сборник романтических рассказов,Ирина Лунная,ЛитРес,2025-03-05,"Книга предлагает читателям погрузиться в мир нежных чувств, трогательных встреч и волнующих историй любви. Этот сборник собрал под одной обложкой разнообразные рассказы, каждый из которых наполнен теплотой, романтикой и искренними эмоциями.Читатели смогут насладиться разнообразием сюжетов и стилей: от легких и игривых до глубоких и трогательных. Эти истории заставят улыбаться, мечтать и, возможно, вспомнить о собственных романтических моментах.",Fiction,ru,48.0,,,http://books.google.com/books/content?id=sMhMEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,2025.0,complete
ExEcEQAAQBAJ,Modern Romance February 2025 Books 5-8: His Enemy's Italian Surrender  Royal Fiancée Required  Engaged in Deception  After-Hours Proposal,"Sharon Kendrick, Kali Anthony, Kim Lawrence, Trish Morey",HarperCollins UK,2025-02-27,A brand new 4-title collection of spicy romances!,Fiction,en,693.0,,,http://books.google.com/books/content?id=ExEcEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,2025.0,complete
XGAmDwAAQBAJ,Modern Romance Collection: July 2017 Books 1 - 4: The Pregnant Kavakos Bride  The Billionaire's Secret Princess  Sicilian's Baby of Shame  The Secret Kept from the Greek,"Sharon Kendrick, Caitlin Crews, Carol Marinelli, Susan Stephens",HarperCollins UK,2017-07-01,Four sizzling stories to delve into...,Fiction,en,452.0,,,http://books.google.com/books/content?id=XGAmDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,2017.0,complete
1ROAEQAAQBAJ,Сборник русских романсов. Russian Romance Collection,Кэ Янь,ЛитРес,2025-08-22,"Учебник отражает богатство и глубину этого уникального жанра, который уже более двух веков остается неотъемлемой частью русской музыкальной культуры. В этом издании мы собрали произведения, созданные великими русскими композиторами XIXXX веков. Некоторые произведения сборника были отдельно опубликованы ранее в книгах автора Сборник русских романсов. Часть I и Часть II.",Education,ru,258.0,,,http://books.google.com/books/content?id=1ROAEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,2025.0,complete
J_MUAAAAIAAJ,A Selection from the Syriac Julian Romance,,Brill Archive,,,,ru,116.0,,,http://books.google.com/books/content?id=J_MUAAAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,,incomplete
y2mKEQAAQBAJ,Leonie wants a romance with the Baron,Sasha Kaya,"ЛитРес, SelfPub",2025-08-21,"An English girl named Leonie, a socialist and an opponent of aristocracy ""to hate with every fiber of one's being"", against all reason falls in love with a young unsociable baron living in an ancient castle. One day, during an excursion, by chance, she receives a personal invitation... The last naive crush or the first true love? The first of its kind ironic romance.",Young Adult Fiction,ru,54.0,,,http://books.google.com/books/content?id=y2mKEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,2025.0,complete
Qw2DEQAAQBAJ,Romance estelar Pirata y Cantante,Stavl Zosimov,"ЛитРес, SelfPub",2025-08-31,El pirata marciano Lord rescata a la cantante de pop Lady Kaku De los mercaderes venusianos.,Fiction,ru,109.0,,,http://books.google.com/books/content?id=Qw2DEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,2025.0,complete
DFuHDAAAQBAJ,Medieval Romance and the Construction of Heterosexuality,L. Sylvester,Springer,2007-12-25,"This book interrogates our ideas about heterosexuality through examination of medieval romance narratives. Familiar configurations of romantic fiction such as male desire overwhelming feminine reluctance and the aloof masculine hero undone by love derive from this period. This book tests current theories of language and desire through stylistic analysis, examining transitivity choices and speech acts in sexual encounters and conversations in medieval romances. In the context of current preoccupations with gender and sexuality, and consent in rape cases, this study is of interest to scholars investigating language and sexuality as well as those researching and teaching medieval literature and culture.",Literary Criticism,en,207.0,,,http://books.google.com/books/content?id=DFuHDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,2007.0,complete
OQ2DEQAAQBAJ,Star Romance pirata e cantora,Stavl Zosimov,"ЛитРес, SelfPub",2025-08-31,O pirata Marciano Lord como resgata a cantora pop Lady Kaku dos comerciantes venusianos com algoritmos de fantasia.,Fiction,ru,109.0,,,http://books.google.com/books/content?id=OQ2DEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,2025.0,complete
dsYfBQAAQBAJ,To Love An Older Man (Mills  Boon American Romance),Debbi Rawlins,HarperCollins UK,2014-11-01,"She Needed a Place To Call Home Beth Anderson was pregnant and had nowhere to turnuntil handsome, and much older, lawyer David Matthews offered her a warm place to stay for the night, no strings attached. But a well-meaning matchmaker saw the spark between them and resolved to make Beth's visit more permanent.",Fiction,en,231.0,,,http://books.google.com/books/content?id=dsYfBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,2014.0,complete
GeEdAAAAMAAJ,A Romance of the Sawtooth,Ogal Alla,,1917,,Mines and mineral resources,en,168.0,,,http://books.google.com/books/content?id=GeEdAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books_api,,1917.0,incomplete
OPgOAQAAMAAJ,Corporate Romance,Leslie Aldridge Westoff,Crown,1985,,Business & Economics,en,270.0,,,http://books.google.com/books/content?id=OPgOAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books_api,,1985.0,complete
HFpfAAAAMAAJ,Romance Notes,,,2001,,Literature,en,400.0,,,http://books.google.com/books/content?id=HFpfAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,google_books_api,,2001.0,incomplete
U8fLEAAAQBAJ,Modern Romance January 2024 Books 1-4: The Baby His Secretary Carries (Bound by a Surrogate Baby)  The Italian's Pregnant Enemy  His Last-Minute Desert Queen  A Vow to Redeem the Greek,"Dani Collins, Maisey Yates, Annie West, Jackie Ashenden",HarperCollins UK,2024-01-04,Red-hot romances from Mills  Boon!,Fiction,en,695.0,,,http://books.google.com/books/content?id=U8fLEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,2024.0,complete
98wfBQAAQBAJ,Two Little Secrets (Mills  Boon American Romance),Linda Randall Wisdom,HarperCollins UK,2014-11-01,Love Is The Greatest Adventure,Fiction,en,248.0,,,http://books.google.com/books/content?id=98wfBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,google_books_api,,2014.0,complete
