id,title,author,publisher,published_date,description,categories,language,page_count,average_rating,ratings_count,thumbnail,source,detail_link,year,metadata_completeness
,Fräulein Schmidt and Mr. Anstruther,Elizabeth Von Arnim,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/35282,,incomplete
,Pilgerreise zur seligen Ewigkeit (German),John Bunyan,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/70845,,incomplete
,The Son of His Mother,Clara Viebig,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/30732,,incomplete
,Haeckel : his life and work,Wilhelm Bölsche,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/70451,,incomplete
,Auswahl aus den Dichtungen Eduard Mörikes (German),Eduard Mörike,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/56641,,incomplete
,Zum wilden Mann (German),Wilhelm Raabe,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/22123,,incomplete
,Hymnen an die Nacht  Die Christenheit oder Europa (German),Novalis,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/43821,,incomplete
,Philosophical Letters of Friedrich Schiller,Friedrich Schiller,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/6799,,incomplete
,Barbara Blomberg  Complete,Georg Ebers,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/5571,,incomplete
,Allerhand Sprachdummheiten (German),Gustav Wustmann,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/69894,,incomplete
,Memoiren einer Sozialistin: Kampfjahre (German),Lily Braun,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/16302,,incomplete
,Dr. Martin Luther's Deutsche Geistliche Lieder (German),Martin Luther,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/417,,incomplete
,"The Devil's Elixir, Vol. 2 (of 2)",E. T. A. Hoffmann,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/37005,,incomplete
,The Piccolomini: A Play,Friedrich Schiller,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/6786,,incomplete
,Peter Camenzind (German),Hermann Hesse,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/41051,,incomplete
,Walther von der Vogelweide: Ein altdeutscher Dichter (German),Ludwig Uhland,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/48086,,incomplete
,Boccaccio (German),Hermann Hesse,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/42213,,incomplete
,Märchen und Erzählungen für Anfänger. Zweiter Teil (German),H. A. Guerber,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/45189,,incomplete
,Jezebel's Daughter,Wilkie Collins,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/3633,,incomplete
,Der Wehrwolf: Eine Bauernchronik (German),Hermann Löns,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/22824,,incomplete
,Die Leiden des jungen Werther  Band 2 (German),Johann Wolfgang von Goethe,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/2408,,incomplete
,The Youth of Goethe,P. Hume Brown,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/19753,,incomplete
,Sämtliche Werke 11 : Autobiographische Schriften (German),Fyodor Dostoyevsky,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/66543,,incomplete
,Im Schatten der Titanen: Erinnerungen an Baronin Jenny von Gustedt (German),Lily Braun,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/19653,,incomplete
,"Verfall und Triumph, Erster Teil: Gedichte (German)",Johannes Robert Becher,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/37435,,incomplete
,Römische Elegien (German),Johann Wolfgang von Goethe,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/5325,,incomplete
,Der Dunkelgraf (German),Ludwig Bechstein,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/24782,,incomplete
,The Lunatic at Large,J. Storer Clouston,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/20485,,incomplete
,Hero Tales and Legends of the Rhine,Lewis Spence,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/16539,,incomplete
,De l'Allemagne; t.1 (French),Madame de Staël,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/66924,,incomplete
,Ferien vom Ich (German),Paul Keller,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/28938,,incomplete
,Helianth. Band 1 (German),Albrecht Schaeffer,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/57661,,incomplete
,Prosastücke (German),Robert Walser,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/33548,,incomplete
,The Trumpeter of Säkkingen: A Song from the Upper Rhine.,Joseph Victor von Scheffel,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/31314,,incomplete
,Untersuchungen über Goethes Faust in seiner ältesten Gestalt (German),J. Collin,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/14223,,incomplete
,Neue Gedichte (German),Rainer Maria Rilke,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/33863,,incomplete
,Aufsätze (German),Robert Walser,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/37579,,incomplete
,Briefe an Ludwig Tieck (34) (German),Ludwig Tieck,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/49209,,incomplete
,The Forest Farm: Tales of the Austrian Tyrol,Peter Rosegger,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/47533,,incomplete
,Die Schwestern im Kreuz : Erzählung (German),Aleksei Remizov,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/75679,,incomplete
,"What Germany Thinks; Or, The War as Germans see it",Thomas F. A. Smith,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/10166,,incomplete
,"Deutsche Humoristen, 1. Band (von 8) (German)","Fritz Reuter, Peter Rosegger, Wilhelm Raabe, Friedrich Theodor Vischer, and Albert Roderich",,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/52985,,incomplete
,Hier Zensur - wer dort? Antworten von gestern auf Fragen von heute (German),H. H. Houben,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/63744,,incomplete
,Die Ermordung einer Butterblume und andere Erzählungen (German),Alfred Döblin,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/31660,,incomplete
,Die Engel mit dem Spleen (German),Kasimir Edschmid,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/63100,,incomplete
,Stories by English Authors: Germany (Selected by Scribners),,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/2071,,incomplete
,Dürer (German),H. Knackfuss,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/55740,,incomplete
,Villa Eden: The Country-House on the Rhine,Berthold Auerbach,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/32902,,incomplete
,A German deserter's war experience,Anonymous,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/42721,,incomplete
,On the Heights: A Novel,Berthold Auerbach,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/33294,,incomplete
,The Jews of Barnow: Stories,Karl Emil Franzos,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/34617,,incomplete
,Diary of a Pilgrimage,Jerome K. Jerome,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/2024,,incomplete
,Die seltsamen Geschichten des Doktor Ulebuhle (German),Bruno Hans Bürgel,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/63460,,incomplete
,Der Hodscha Nasreddin II. Band (German),,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/54691,,incomplete
,The Lay of the Nibelung Men,,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/59831,,incomplete
,Gesammelte Werke in fünf Bänden  1. Band (German),Bjørnstjerne Bjørnson,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/12921,,incomplete
,Haarmann. Die Geschichte eines Werwolfs (German),Theodor Lessing,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/67407,,incomplete
,Wilhelm Hauffs sämtliche Werke in sechs Bänden. Bd. 3 (German),Wilhelm Hauff,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/60873,,incomplete
,Aus grauen Mauern und grünen Weiten (German),Gustav Riess,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/66770,,incomplete
,Der Weihnachtsabend (German),Charles Dickens,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/22465,,incomplete
,Fairy Tales from the German Forests,Margaret Arndt,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/30834,,incomplete
,L'Adultera: Roman (German),Theodor Fontane,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/52912,,incomplete
,Fräulein Julie: Naturalistisches Trauerspiel (German),August Strindberg,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/22235,,incomplete
,Ekkehard: A Tale of the Tenth Century. Vol. 1 (of 2),Joseph Victor von Scheffel,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/35846,,incomplete
,Sonderlinge (German),Peter Rosegger,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/75532,,incomplete
,The Prisoners of Mainz,Alec Waugh,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/54203,,incomplete
,A Little Garrison: A Realistic Novel of German Army Life of To-day,Fritz Oswald Bilse,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/31248,,incomplete
,Ri-Ra-Rutsch : Alte und neue Kinderreime (German),,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/70178,,incomplete
,"Fiesco; or, the Genoese Conspiracy: A Tragedy",Friedrich Schiller,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/6783,,incomplete
,Rollo on the Rhine,Jacob Abbott,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/22511,,incomplete
,Der Tunnel: Roman (German),Bernhard Kellermann,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/44489,,incomplete
,The Road to the Open,Arthur Schnitzler,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/45895,,incomplete
,Das Schweigen im Walde: Roman (German),Ludwig Ganghofer,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/47341,,incomplete
,Auld lang syne,F. Max Müller,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/68517,,incomplete
,Myths of northern lands : Narrated with special reference to literature and art,H. A. Guerber,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/73021,,incomplete
,Aus meinem Leben  Zweiter Teil (German),August Bebel,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/13690,,incomplete
,Casanova's Homecoming,Arthur Schnitzler,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/9310,,incomplete
,"The Chautauquan, Vol. 04, November 1883",Chautauqua Institution and Chautauqua Literary and Scientific Circle,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/52043,,incomplete
,"The Devil's Elixir, Vol. 1 (of 2)",E. T. A. Hoffmann,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/36494,,incomplete
,The humour of Germany,,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/69421,,incomplete
,The Romance of the Canoness: A Life-History,Paul Heyse,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/33879,,incomplete
,The Burning Secret,Stefan Zweig,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/45755,,incomplete
,Goethe's literary essays : A selection in English,Johann Wolfgang von Goethe,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/76103,,incomplete
,German philosophy and politics,John Dewey,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/42208,,incomplete
,The Works of Frederick Schiller,Friedrich Schiller,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/6800,,incomplete
,Michelangelo Gedichte und Briefe (German),Michelangelo Buonarroti,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/15813,,incomplete
,Märchen-Sammlung (German),,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/23787,,incomplete
,Diesseits: Erzählungen (German),Hermann Hesse,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/47818,,incomplete
,Ausgewählte Schriften (German),Heinrich von Kleist,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/6645,,incomplete
,Vom köstlichen Humor : Eine Auslese aus der humoristischen Literatur alter und neuer Zeit (German),,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/75693,,incomplete
,The Battle of Sempach,Robert Walser,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/41518,,incomplete
,Geschichten (German),Robert Walser,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/76191,,incomplete
,Der Skorpion. Band 1 (German),Anna Elisabet Weirauch,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/75397,,incomplete
,Der Stechlin: Roman (German),Theodor Fontane,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/53628,,incomplete
,Hin und Her: Ein Buch für die Kinder (German),Henry H. Fick,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/8392,,incomplete
,Das heilige Donnerwetter. Ein Blücherroman (German),Adolf Paul,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/39650,,incomplete
,Germana (Spanish),Edmond About,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/29640,,incomplete
,Ins neue Land (German),Gabriele Reuter,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/27959,,incomplete
,Im Hause des Kommerzienrates. (German),E. Marlitt,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/56769,,incomplete
,Magda: A Play in Four Acts,Hermann Sudermann,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/34184,,incomplete
,The Dead Are Silent,Arthur Schnitzler,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/23061,,incomplete
,Die Stadt ohne Juden: Ein Roman von übermorgen (German),Hugo Bettauer,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/35569,,incomplete
,Wallenstein. 1 (of 2) (German),Alfred Döblin,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/43931,,incomplete
,'Jena' or 'Sedan'?,Franz Adam Beyerlein,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/31099,,incomplete
,Wallenstein. 2 (of 2) (German),Alfred Döblin,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/43932,,incomplete
,Zu Guter Letzt (German),Wilhelm Busch,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/32989,,incomplete
,Gesänge aus den drei Reichen: Ausgewählte Gedichte (German),Franz Werfel,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/41883,,incomplete
,"The Serapion Brethren, Vol. II",E. T. A. Hoffmann,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/31668,,incomplete
,Das Leben Tolstois (German),Romain Rolland,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/44537,,incomplete
,"The Bride of Messina, and On the Use of the Chorus in Tragedy",Friedrich Schiller,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/6793,,incomplete
,Schwarz-Weiß-Rot: Grotesken (German),Mynona,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/44272,,incomplete
,Stories by Foreign Authors: German  Volume 1,,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/5431,,incomplete
,Sämtliche Werke 12 : Literarische Schriften (German),Fyodor Dostoyevsky,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/67240,,incomplete
,Die deutsche Karikatur im 19. Jahrhundert (German),Georg Hermann,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/52185,,incomplete
,"Voyage musical en Allemagne et en Italie, II (French)",Hector Berlioz,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/37567,,incomplete
,Miscellanea,Juliana Horatia Ewing,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/16347,,incomplete
,Hermann Lauscher (German),Hermann Hesse,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/41818,,incomplete
,Der Neuen Gedichte: Anderer Teil (German),Rainer Maria Rilke,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/33864,,incomplete
,The Fall of the Nibelungs,,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/3636,,incomplete
,Seldwyla Folks: Three Singular Tales,Gottfried Keller,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/34505,,incomplete
,Goethe and Schiller's Xenions,Friedrich Schiller and Johann Wolfgang von Goethe,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/76691,,incomplete
,Schriften 13: Märchen; Dramatische Gedichte; Fragmente (German),Ludwig Tieck,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/50845,,incomplete
,El deseo (Spanish),Hermann Sudermann,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/26078,,incomplete
,The War Stories of Private Thomas Atkins,James Milne,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/52142,,incomplete
,Goethes Lebenskunst (German),Wilhelm Bode,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/74788,,incomplete
,Niederländische Volkslieder (German) (Dutch),,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/35806,,incomplete
,"Life of Henriette Sontag, Countess de Rossi.",,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/39861,,incomplete
,Peter Vischer,Cecil Headlam,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/57428,,incomplete
,Nachbarn: Erzählungen (German),Hermann Hesse,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/55321,,incomplete
,Hammer and Anvil: A Novel,Friedrich Spielhagen,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/34868,,incomplete
,Das Buch der Bilder (German),Rainer Maria Rilke,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/34521,,incomplete
,Visionen und andere phantastische Erzählungen (German),Ivan Sergeevich Turgenev,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/36349,,incomplete
,Der Wahn und die Träume in W. Jensens Gradiva (German),Sigmund Freud,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/35549,,incomplete
,Die dreizehn Bücher der deutschen Seele (German),Wilhelm Schäfer,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/53856,,incomplete
,Three plays by Frederic Hebbel,Friedrich Hebbel,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/71187,,incomplete
,The Undying Past,Hermann Sudermann,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/34156,,incomplete
,Das Weiberdorf (German),Clara Viebig,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/55565,,incomplete
,"The journal of Montaigne's travels in Italy by way of Switzerland and Germany in 1580 and 1581, Volume 3 (of 3)",Michel de Montaigne,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/70840,,incomplete
,Der Doppelgänger (German),Fyodor Dostoyevsky,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/48527,,incomplete
,Ein Sommernachtstraum (German),William Shakespeare,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/7022,,incomplete
,Wilhelm Meisters Wanderjahre  Band 3 (German),Johann Wolfgang von Goethe,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/2411,,incomplete
,The Prose of Alfred Lichtenstein,Alfred Lichtenstein,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/5663,,incomplete
,Schein und Sein: Nachgelassene Gedichte (German),Wilhelm Busch,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/60522,,incomplete
,"Light, Life, and Love: Selections from the German Mystics of the Middle Ages",William Ralph Inge,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/4664,,incomplete
,Dame Care,Hermann Sudermann,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/8487,,incomplete
,"Herder's conception of ""das Volk""",Georgiana Rose Simpson,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/69434,,incomplete
,"Deutsche Humoristen, 8. Band (von 8) (German)","Ludwig Thoma, Otto Julius Bierbaum, Karl Schönherr, Gorch Fock, Wilhelm Schäfer, and Rudolf Presber",,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/55914,,incomplete
,Fairy tales,Wilhelm Hauff,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/74947,,incomplete
,De l'Allemagne; t. 2 (French),Madame de Staël,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/67933,,incomplete
,Die Liebe der Erika Ewald: Novellen (German),Stefan Zweig,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/38686,,incomplete
,Der Dichter in Dollarica (German),Ernst von Wolzogen,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/40391,,incomplete
,Reineke Fuchs (German),Johann Wolfgang von Goethe,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/2228,,incomplete
,Galgenlieder nebst dem 'Gingganz' (German),Christian Morgenstern,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/33541,,incomplete
,Die Dichtungen von Georg Trakl (German),Georg Trakl,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/29006,,incomplete
,The Banished: A Swabian Historical Tale,Wilhelm Hauff,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/32071,,incomplete
,Ein Kampf um Rom: Historischer Roman. Zweiter Band (German),Felix Dahn,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/33090,,incomplete
,Die Wacht am Rhein : Roman (German),Clara Viebig,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/74895,,incomplete
,Deutsche Lebensbilder (German),Heinrich von Treitschke,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/47033,,incomplete
,Ein Bruderzwist in Habsburg (German),Franz Grillparzer,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/8964,,incomplete
,Kant und Goethe (German),Georg Simmel,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/35192,,incomplete
,The secret spring,Pierre Benoît,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/69281,,incomplete
,The Nibelungs,Ferdinand Schmidt,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/73227,,incomplete
,Black Forest Village Stories,Berthold Auerbach,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/32517,,incomplete
,Briefe aus dem Gefängnis (German),Rosa Luxemburg,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/26964,,incomplete
,Geschwister Tanner (German),Robert Walser,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/36172,,incomplete
,Drei Gaugöttinnen (German),Ernst Ludwig Rochholz,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/12012,,incomplete
,Das große Jagen (German),Ludwig Ganghofer,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/58219,,incomplete
,Der Harz (German),Friedrich Günther,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/61833,,incomplete
,Zaubermärchen (German),Albert Ehrenstein,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/36933,,incomplete
,Knulp: Drei Geschichten aus dem Leben Knulps (German),Hermann Hesse,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/17622,,incomplete
,The War Book of the German General Staff,Prussia . Armee. Grosser Generalstab. Kriegsgeschichtliche Abteilung II,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/51646,,incomplete
,Seed-time and Harvest: A Novel,Fritz Reuter,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/35889,,incomplete
,Waldfried: A Novel,Berthold Auerbach,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/32446,,incomplete
,Berge Meere und Giganten : Roman (German),Alfred Döblin,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/75838,,incomplete
,The Renascence of Hebrew Literature (1743-1885),Nahum Slouschz,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/7530,,incomplete
,Gesammelte Werke in drei Bänden (33) (German),Richard Dehmel,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/62673,,incomplete
,Gedichte der Gefangenen: Ein Sonettenkreis (Nr. 44) (German),Ernst Toller,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/52220,,incomplete
,Ein Mann (German),Joachim Nettelbeck,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/23333,,incomplete
,Der rote Kampfflieger (German),Freiherr von Manfred Richthofen,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/24572,,incomplete
,Umwege: Erzählungen (German),Hermann Hesse,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/60437,,incomplete
,Jungen : Vierzehn Geschichten von kleinen ganzen Kerlen (German),Hans Aanrud,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/75541,,incomplete
,Der Fliegende Hollaender (German),Richard Wagner,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/27769,,incomplete
,Die Kegelschnitte Gottes (German),Bertha Eckstein-Diener,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/63927,,incomplete
,Hands Around Reigen: A Cycle of Ten Dialogues,Arthur Schnitzler,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/53513,,incomplete
,Wilhelm Hauffs sämtliche Werke in sechs Bänden. Bd. 5 (German),Wilhelm Hauff,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/61539,,incomplete
,Faust première partie (French),Johann Wolfgang von Goethe,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/54202,,incomplete
,Edelweiss: A Story,Berthold Auerbach,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/33007,,incomplete
,Einige Gedichte (German),Friedrich Schiller,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/6649,,incomplete
,Der Volksbeglücker (German),Rudolf Haas,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/67619,,incomplete
,Hermann und Dorothea (German),Johann Wolfgang von Goethe,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/2312,,incomplete
,The Escaping Club,A. J. Evans,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/34421,,incomplete
,"A tour through some parts of France, Switzerland, Savoy, Germany and Belgium, during the summer and autumn of 1814",Richard Boyle Bernard,,,,,,,,,,project_gutenberg,https://www.gutenberg.org/ebooks/13377,,incomplete
